display_name,year,works_count,cited_by_count,city,longitude,latitude
Institute of Astronomy,2013,126,12497,Moscow,37.628197,55.73805
Institute of Astronomy,2014,133,12050,Moscow,37.628197,55.73805
Institute of Astronomy,2015,151,11514,Moscow,37.628197,55.73805
Institute of Astronomy,2016,148,12456,Moscow,37.628197,55.73805
Institute of Astronomy,2017,157,11746,Moscow,37.628197,55.73805
Institute of Astronomy,2018,221,14790,Moscow,37.628197,55.73805
Institute of Astronomy,2019,242,13823,Moscow,37.628197,55.73805
Institute of Astronomy,2020,284,15166,Moscow,37.628197,55.73805
Institute of Astronomy,2021,300,15089,Moscow,37.628197,55.73805
Institute of Astronomy,2022,314,14115,Moscow,37.628197,55.73805
Institute of Astronomy,2023,130,7895,Moscow,37.628197,55.73805
Institute of Automation and Control Processes,2012,68,274,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2013,67,341,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2014,81,373,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2015,100,455,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2016,110,554,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2017,121,689,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2018,136,828,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2019,121,981,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2020,144,1175,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2021,161,1185,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2022,193,1502,Primorskiy,131.9248,43.197964
Institute of Automation and Control Processes,2023,67,960,Primorskiy,131.9248,43.197964
Institute of Automation and Electrometry,2012,83,989,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2013,100,1044,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2014,93,1179,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2015,91,1215,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2016,79,1347,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2017,115,1422,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2018,136,1595,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2019,182,1771,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2020,188,1863,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2021,223,2253,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2022,196,2208,Novosibirsk,83.10822,54.84686
Institute of Automation and Electrometry,2023,50,1379,Novosibirsk,83.10822,54.84686
Institute of Basic Biological Problems,2012,48,1283,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2013,42,1265,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2014,55,1421,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2015,65,1554,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2016,47,1496,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2017,50,1628,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2018,64,1732,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2019,79,1883,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2020,62,2166,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2021,67,2436,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2022,66,2507,Pushchino,37.60632,54.83113
Institute of Basic Biological Problems,2023,45,1622,Pushchino,37.60632,54.83113
Institute of Biochemical Physics NM Emanuel,2012,111,846,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2013,134,932,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2014,130,1053,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2015,141,1173,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2016,127,1423,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2017,182,1592,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2018,193,1627,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2019,269,2190,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2020,283,2843,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2021,278,3178,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2022,257,3351,Moscow,37.571503,55.708336
Institute of Biochemical Physics NM Emanuel,2023,155,2255,Moscow,37.571503,55.708336
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2012,31,411,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2013,26,495,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2014,35,543,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2015,33,634,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2016,45,643,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2017,45,851,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2018,47,931,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2019,38,1109,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2020,24,1312,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2021,18,1492,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2022,24,1326,Ufa,56.01618,54.76611
Institute of Biochemistry and Genetics of Ufa Scientific Centre,2023,14,749,Ufa,56.01618,54.76611
Institute of Biochemistry and Physiology of Microorganisms,2012,71,1578,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2013,66,1797,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2014,56,1978,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2015,96,2029,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2016,53,1952,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2017,72,1872,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2018,92,2076,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2019,92,2407,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2020,89,2521,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2021,111,2730,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2022,113,2629,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Microorganisms,2023,74,1886,Pushchino,37.619946,54.83093
Institute of Biochemistry and Physiology of Plants and Microorganisms,2012,32,679,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2013,39,1040,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2014,33,1055,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2015,32,1155,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2016,46,1186,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2017,49,1258,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2018,78,1280,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2019,45,1331,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2020,120,1706,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2021,86,1975,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2022,76,2013,Saratov,45.938793,51.498962
Institute of Biochemistry and Physiology of Plants and Microorganisms,2023,37,1261,Saratov,45.938793,51.498962
Institute of Biological Problems of the North,2012,20,294,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2013,39,405,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2014,44,341,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2015,42,458,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2016,27,393,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2017,58,614,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2018,42,629,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2019,59,633,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2020,58,844,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2021,82,1008,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2022,67,1001,Magadan,150.78549,59.56523
Institute of Biological Problems of the North,2023,32,611,Magadan,150.78549,59.56523
Institute of Biology Ufa Science Center,2012,0,1,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2014,0,1,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2015,2,1,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2016,0,2,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2017,1,2,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2018,1,8,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2019,0,8,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2020,0,3,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2021,1,5,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2022,0,6,Ufa,56.015675,54.765636
Institute of Biology Ufa Science Center,2023,0,8,Ufa,56.015675,54.765636
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2012,80,421,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2013,105,544,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2014,93,558,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2015,77,580,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2016,104,649,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2017,129,712,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2018,158,881,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2019,196,1111,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2020,168,1290,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2021,190,1830,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2022,189,1860,Borok,38.23972,58.0625
Institute of Biology of Inland Waters named Ivan Dmitrievich Papanin,2023,106,1199,Borok,38.23972,58.0625
Institute of Biology of Karelian Research Centre,2012,26,178,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2013,31,211,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2014,18,204,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2015,27,228,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2016,36,280,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2017,42,339,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2018,36,333,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2019,42,421,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2020,45,632,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2021,50,710,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2022,41,796,Petrozavodsk,34.379066,61.791317
Institute of Biology of Karelian Research Centre,2023,27,538,Petrozavodsk,34.379066,61.791317
Institute of Biology of Komi Scientific Centre,2012,39,221,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2013,45,269,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2014,46,301,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2015,50,350,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2016,54,352,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2017,73,379,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2018,124,456,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2019,147,717,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2020,183,913,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2021,202,1341,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2022,232,1646,Syktyvkar,50.82176,61.66565
Institute of Biology of Komi Scientific Centre,2023,105,1025,Syktyvkar,50.82176,61.66565
Institute of Biomedical Chemistry,2012,72,1093,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2013,79,1155,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2014,94,1201,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2015,133,1600,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2016,103,1556,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2017,148,1705,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2018,201,2062,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2019,178,2303,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2020,215,2774,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2021,219,3344,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2022,227,3773,Moscow,37.568394,55.733116
Institute of Biomedical Chemistry,2023,121,2528,Moscow,37.568394,55.733116
Institute of Biomedical Problems,2012,62,592,Moscow,37.522766,55.780655
Institute of Biomedical Problems,2013,85,787,Moscow,37.522766,55.780655
Institute of Biomedical Problems,2014,68,830,Moscow,37.522766,55.780655
Institute of Biomedical Problems,2015,84,1113,Moscow,37.522766,55.780655
Institute of Biomedical Problems,2016,86,1088,Moscow,37.522766,55.780655
